Author,Title,Year,Country of study,Native/Invasive,Mosquito stage reclassification,Insecticide reclassification,Mortality Rate,Origin
"Teshome, A., Erko, B., Golassa, L., Yohannes, G., Irish, S.R., Zohdy, S. and Dugassa, S., ","Laboratory-based efficacy evaluation of Bacillus thuringiensis var. israelensis and temephos larvicides against larvae of Anopheles stephensi in ethiopia. Malaria Journal, 22(1), p.48.",2023,Ethiopia,Invasive,Larvae,Organophosphate,100,i
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,33,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,41,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,59,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,67,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,84,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,29,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,36,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,52,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,62,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,78,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,26,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,32,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,47,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,55,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,71,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,22,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,29,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,40,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,51,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M., Ponarulselvam, S., Amerasan, D., Subramaniam, J. and Hwang, J.S., 2013."," Larvicidal efficacy of Catharanthus roseus Linn.(Family: Apocynaceae) leaf extract and bacterial insecticide Bacillus thuringiensis against Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11), pp.847-853.",2013,India,Native,Larvae,Biopesticide,64,n
"Patil, C.D., Patil, S.V., Salunke, B.K. and Salunkhe, R.B.,."," Insecticidal potency of bacterial species Bacillus thuringiensis SV2 and Serratia nematodiphila SV6 against larvae of mosquito species Aedes aegypti, Anopheles stephensi, and Culex quinquefasciatus. Parasitology research, 110, pp.1841-1847.",2012,India,Native,Larvae,Biopesticide,100,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,31,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,38,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,56,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,63,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,82,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,25,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,34,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,48,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,58,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,76,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,23,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,29,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,43,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,53,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,68,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,19,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,26,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,37,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,49,n
"Mahesh Kumar, P., Murugan, K., Kovendan, K., Subramaniam, J. and Amaresan, D., 2012. ","Mosquito larvicidal and pupicidal efficacy of Solanum xanthocarpum (Family: Solanaceae) leaf extract and bacterial insecticide, Bacillus thuringiensis, against Culex quinquefasciatus Say (Diptera: Culicidae). Parasitology research, 110, pp.2541-2550.",2012,India,Native,Larvae,Biopesticide,60,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,48,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,57,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,66,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,79,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,94,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,43,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,54,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,61,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,72,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,85,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,38,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,49,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,57,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,68,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,80,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,33,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,46,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,52,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,61,n
"Subramaniam, J., Murugan, K. and Kovendan, K., 2012."," Larvicidal and pupcidal efficacy of Momordica charantia leaf extract and bacterial insecticide, Bacillus thuringiensis against malarial vector, Anopheles stephensi Liston.(Diptera: Culicidae). Journal of Biopesticides, 5, p.163.",2012,India,Native,Larvae,Biopesticide,74,n
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,0,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,3,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,0,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,3,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,8,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,0,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,8,
"Manasherob, R., Ben-Dov, E., Margalit, J., Zaritsky, A. and Barak, Z.E., 1996."," Raising activity of Bacillus thuringiensis var. israelensis against Anopheles stephensi larvae by encapsulation in Tetrahymena pyriformis (Hymenostomatida: Tetrahymenidae). Journal of the American Mosquito Control Association, 12(4), pp.627-631.",1996,Not mentioned,N/A,Larvae,Biopesticide,10,
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M. and Subramaniam, J., 2013."," Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn.(Family: Euphorbiaceae) and Bacillus sphaericus against Anopheles stephensi Liston.(Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2), pp.102-109.",2013,India,Native,Larvae,Biopesticide,32,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M. and Subramaniam, J., 2013."," Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn.(Family: Euphorbiaceae) and Bacillus sphaericus against Anopheles stephensi Liston.(Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2), pp.102-109.",2013,India,Native,Larvae,Biopesticide,38,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M. and Subramaniam, J., 2013."," Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn.(Family: Euphorbiaceae) and Bacillus sphaericus against Anopheles stephensi Liston.(Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2), pp.102-109.",2013,India,Native,Larvae,Biopesticide,46,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M. and Subramaniam, J., 2013."," Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn.(Family: Euphorbiaceae) and Bacillus sphaericus against Anopheles stephensi Liston.(Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2), pp.102-109.",2013,India,Native,Larvae,Biopesticide,58,n
"Panneerselvam, C., Murugan, K., Kovendan, K., Kumar, P.M. and Subramaniam, J., 2013."," Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn.(Family: Euphorbiaceae) and Bacillus sphaericus against Anopheles stephensi Liston.(Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2), pp.102-109.",2013,India,Native,Larvae,Biopesticide,69,n
